ahref,citation,class,parent_legislation,currency,currency_date,date_scraped
/laws/statute/90l22,"Livestock Community Sales Act, R.S.O. 1990, c. L.22",act,None,current statute,"December 10, 2019",2023-12-16 23:10:43.847852
/laws/statute/90t15,"Toronto Stock Exchange Act, R.S.O. 1990, c. T.15",act,None,statute,"December 10, 2019",2023-12-16 23:10:43.847852
/laws/statute/90f08,"Farm Products Grades and Sales Act, R.S.O. 1990, c. F.8",act,None,statute,"December 10, 2019",2023-12-16 23:10:43.847852
/laws/statute/90b06,"Bees Act, R.S.O. 1990, c. B.6",act,None,current statute,"December 10, 2019",2023-12-16 23:10:43.847852
/laws/statute/90b05,"Beef Cattle Marketing Act, R.S.O. 1990, c. B.5",act,None,current statute,"December 10, 2019",2023-12-16 23:10:43.847852
/laws/statute/90l03,"Lakes and Rivers Improvement Act, R.S.O. 1990, c. L.3",act,None,current statute,"December 10, 2019",2023-12-16 23:10:43.847852
/laws/statute/90p01,"Paperback and Periodical Distributors Act, R.S.O. 1990, c. P.1",act,None,statute,"December 10, 2019",2023-12-16 23:10:43.847852
/laws/regulation/110104,O. Reg. 104/11: DEEMING ORDER (SMOOTH ROCK FALLS PLANNING BOARD),regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/050670,"O. Reg. 670/05: ZONING AREAS - SOUTH OF THE GEOGRAPHIC UNORGANIZED TOWNSHIP OF AMES, TERRITORIAL DISTRICT OF THUNDER BAY",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/020211,O. Reg. 211/02: DEEMING ORDER (MUNICIPALITY OF TEMAGAMI),regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/990045,"O. Reg. 45/99: ZONING AREAS - TERRITORIAL DISTRICT OF TIMISKAMING, PART OF THE GEOGRAPHIC TOWNSHIP OF SHARPE",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/980572,O. Reg. 572/98: DEEMING ORDER - GERALDTON AND SUBURBAN PLANNING BOARD,regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/980161,O. Reg. 161/98: DEEMING ORDER (LAKEHEAD RURAL PLANNING BOARD),regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/970153,O. Reg. 153/97: DEEMING ORDER (SUDBURY EAST PLANNING BOARD),regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/970042,O. Reg. 42/97: DEEMING ORDER (BLIND RIVER AND SUBURBAN PLANNING BOARD),regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/970041,O. Reg. 41/97: DEEMING ORDER (WEST NIPISSING PLANNING BOARD),regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/970040,O. Reg. 40/97: DEEMING ORDER (ESPANOLA AND AREA PLANNING BOARD),regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/960213,"O. Reg. 213/96: ZONING AREAS - TERRITORIAL DISTRICT OF KENORA, HARBOUR ISLAND, SAND LAKE",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/960070,"O. Reg. 70/96: ZONING AREAS - TERRITORIAL DISTRICT OF KENORA, PATRICIA PORTION",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/950450,"O. Reg. 450/95: ZONING AREAS - TERRITOR1AL DISTRICT OF KENORA, UNORGANIZED TERRITORIES OF LAKE OF THE WOODS",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/950364,"O. Reg. 364/95: ZONING AREAS - TERRITORIAL DISTRICT OF KENORA, GEOGRAPHIC TOWNSHIP OF KIRKUP",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/950360,"O. Reg. 360/95: ZONING AREAS - DISTRICT OF THUNDER BAY, GEOGRAPHIC TOWNSHIP OF UPSALA",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/940641,"O. Reg. 641/94: ZONING AREAS - UNORGANIZED TERRITORIES OF LAKE OF THE WOODS, TERRITORIAL DISTRICT OF KENORA",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/940082,"O. Reg. 82/94: ZONING AREAS - GEOGRAPHIC TOWNSHIP OF PETTYPIECE, TERRITORIAL DISTRICT OF KENORA",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/940015,"O. Reg. 15/94: ZONING AREAS - TERRITORIAL DISTRICT OF COCHRANE, GEOGRAPHIC TOWNSHIP OF KEEFER",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/930174,"O. Reg. 174/93: ZONING AREAS - TERRITORIAL DISTRICT OF COCHRANE, GEOGRAPHIC TOWNSHIP OF CLUTE",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/920703,"O. Reg. 703/92: ZONING AREAS - TERRITORIAL DISTRICT OF KENORA, GEOGRAPHIC TOWNSHIP OF PELLATT",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/920702,"O. Reg. 702/92: ZONING AREAS - TERRITORIAL DISTRICT OF RAINY RIVER, GEOGRAPHIC TOWNSHIP OF SPOHN",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/920494,"O. Reg. 494/92: ZONING AREAS - GEOGRAPHIC TOWNSHIP OF MUTRIE, DISTRICT OF KENORA",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/920488,"O. Reg. 488/92: ZONING AREAS - UNORGANIZED TOWNSHIP OF WATTEN, DISTRICT OF RAINV RIVER, PARTS OF MINING LOCATIONS 578 P AND 579 P AND PART OF LOCATION SH 324 AND ALL OF LOCATION CL 6037",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/920464,"O. Reg. 464/92: ZONING AREAS - GEOGRAPHIC TOWNSHIP OF SIBLEY, TERRITORIAL DISTRICT OF THUNDER BAY",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/920323,"O. Reg. 323/92: ZONING AREAS - UNORGANIZED TOWNSHIP OF CATHCART, DISTRICT OF KENORA",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/910565,"O. Reg. 565/91: ZONING AREAS - GEOGRAPHIC UNORGANIZED DISTRICT OF RAINY RIVER, MINING LOCATION E-238 AND LOCATION FD101",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/910411,"O. Reg. 411/91: ZONING AREAS - GEOGRAPHIC TOWNSHIP OF KIRKUP, TERRITORIAL DISTRICT OF KENORA",regulation,Planning Act,regulation,"December  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/170454,O. Reg. 454/17: CONVERSION OF LEGACY CLAIMS,regulation,Mining Act,regulation,"December  3, 2019",2023-12-16 23:10:43.847852
/laws/statute/17l28,"Lung Health Act, 2017, S.O. 2017, c. 28",act,None,statute,"December  2, 2019",2023-12-16 23:10:43.847852
/laws/regulation/100445,O. Reg. 445/10: GENERAL,regulation,"Excellent Care for All Act, 2010",current regulation,"December  2, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190398,O. Reg. 398/19: AUTOMATED SPEED ENFORCEMENT,regulation,Highway Traffic Act,current regulation,"December  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/170455,O. Reg. 455/17: TRANSITION - ELECTRONIC REGISTRATION OF MINING CLAIMS,regulation,Mining Act,regulation,"November 15, 2019",2023-12-16 23:10:43.847852
/laws/statute/09y01,"York University Labour Disputes Resolution Act, 2009, S.O. 2009, c. 1",act,None,statute,"November 15, 2019",2023-12-16 23:10:43.847852
/laws/statute/08t04,"Toronto Public Transit Service Resumption Act, 2008, S.O. 2008, c. 4",act,None,statute,"November 15, 2019",2023-12-16 23:10:43.847852
/laws/regulation/100439,O. Reg. 439/10: HOGS - MARKETING,regulation,Farm Products Marketing Act,current regulation,"November 14, 2019",2023-12-16 23:10:43.847852
/laws/regulation/170046,O. Reg. 46/17: ONTARIO CLIMATE CHANGE SOLUTIONS DEPLOYMENT CORPORATION,regulation,Development Corporations Act,regulation,"November  6, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190362,"O. Reg. 362/19: ZONING ORDER - TOWNSHIP OF ORO-MEDONTE, COUNTY OF SIMCOE",regulation,Planning Act,current regulation,"November  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/170206,O. Reg. 206/17: GENERAL,regulation,"Ontario Fair Hydro Plan Act, 2017",regulation,"November  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/170195,O. Reg. 195/17: FAIR ADJUSTMENT UNDER PART II OF THE ACT,regulation,"Ontario Fair Hydro Plan Act, 2017",regulation,"November  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/16o19,"Ontario Rebate for Electricity Consumers Act, 2016, S.O. 2016, c. 19",act,None,current statute,"November  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/900054,"R.R.O. 1990, Reg. 54: LICENCE FEES",regulation,Beef Cattle Marketing Act,current regulation,"November  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/010291,O. Reg. 291/01: TERMS AND CONDITIONS OF EMPLOYMENT IN DEFINED INDUSTRIES - WOMEN'S COAT AND SUIT INDUSTRY AND WOMEN'S DRESS AND SPORTSWEAR INDUSTRY,regulation,"Employment Standards Act, 2000",regulation,"October 30, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190336,"O. Reg. 336/19: ZONING ORDER - MUNICIPALITY OF CLARINGTON, REGIONAL MUNICIPALITY OF DURHAM",regulation,Planning Act,current regulation,"October 15, 2019",2023-12-16 23:10:43.847852
/laws/regulation/180193,O. Reg. 193/18: PURCHASE OF PENSION BENEFITS FROM AN INSURANCE COMPANY - SECTION 43.1 OF THE ACT,regulation,Pension Benefits Act,current regulation,"October 15, 2019",2023-12-16 23:10:43.847852
/laws/regulation/160121,O. Reg. 121/16: GENERAL,regulation,"Wireless Services Agreements Act, 2013",regulation,"October  3, 2019",2023-12-16 23:10:43.847852
/laws/regulation/140058,O. Reg. 58/14: DESIGNATED JURISDICTIONS,regulation,"Wireless Services Agreements Act, 2013",regulation,"October  3, 2019",2023-12-16 23:10:43.847852
/laws/statute/13w08,"Wireless Services Agreements Act, 2013, S.O. 2013, c. 8",act,None,statute,"October  3, 2019",2023-12-16 23:10:43.847852
/laws/regulation/180306,O. Reg. 306/18: ADJUDICATIONS UNDER PART II.1 OF THE ACT,regulation,Construction Act,current regulation,"October  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/160322,"O. Reg. 322/16: ZONING AREA - CITY OF WELLAND, REGIONAL MUNICIPALITY OF NIAGARA",regulation,Planning Act,regulation,"September  9, 2019",2023-12-16 23:10:43.847852
/laws/regulation/900624,"R.R.O. 1990, Reg. 624: STOP SIGNS IN TERRITORY WITHOUT MUNICIPAL ORGANIZATION",regulation,Highway Traffic Act,current regulation,"September  6, 2019",2023-12-16 23:10:43.847852
/laws/regulation/180102,O. Reg. 102/18: PLANNING ACT APPEALS,regulation,"Local Planning Appeal Tribunal Act, 2017",regulation,"September  3, 2019",2023-12-16 23:10:43.847852
/laws/regulation/180101,O. Reg. 101/18: TRANSITIONAL MATTERS,regulation,"Local Planning Appeal Tribunal Act, 2017",regulation,"September  3, 2019",2023-12-16 23:10:43.847852
/laws/regulation/160174,O. Reg. 174/16: TRANSITIONAL MATTERS - GENERAL,regulation,Planning Act,current regulation,"September  3, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190272,O. Reg. 272/19: OBJECTS OF THE OFFICE,regulation,"Education Quality and Accountability Office Act, 1996",current regulation,"September  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/970462,O. Reg. 462/97: FIRST NATIONS REPRESENTATION ON BOARDS,regulation,Education Act,current regulation,"September  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190275,O. Reg. 275/19: GENERAL,regulation,"Federal Carbon Tax Transparency Act, 2019",current regulation,"August 30, 2019",2023-12-16 23:10:43.847852
/laws/statute/19f07a,"Federal Carbon Tax Transparency Act, 2019, S.O. 2019, c. 7, Sched. 23",act,None,current statute,"August 30, 2019",2023-12-16 23:10:43.847852
/laws/regulation/180377,O. Reg. 377/18: PUBLIC REPORTS,regulation,"Fire Protection and Prevention Act, 1997",regulation,"August 26, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190286,O. Reg. 286/19: FEES FOR CENTRAL BARGAINING FOR THE 2019-2020 SCHOOL BOARD FISCAL YEAR,regulation,"School Boards Collective Bargaining Act, 2014",current regulation,"August 22, 2019",2023-12-16 23:10:43.847852
/laws/regulation/160215,O. Reg. 215/16: GRANTS FOR STUDENT NEEDS - LEGISLATIVE GRANTS FOR THE 2016-2017 SCHOOL BOARD FISCAL YEAR,regulation,Education Act,current regulation,"August 22, 2019",2023-12-16 23:10:43.847852
/laws/regulation/150195,O. Reg. 195/15: GRANTS FOR STUDENT NEEDS - LEGISLATIVE GRANTS FOR THE 2015-2016 SCHOOL BOARD FISCAL YEAR,regulation,Education Act,current regulation,"August 22, 2019",2023-12-16 23:10:43.847852
/laws/regulation/110088,O. Reg. 88/11: APPOINTMENT TO ADJUDICATIVE TRIBUNALS,regulation,"Adjudicative Tribunals Accountability, Governance and Appointments Act, 2009",current regulation,"August 21, 2019",2023-12-16 23:10:43.847852
/laws/regulation/090176,O. Reg. 176/09: GENERAL,regulation,"Photo Card Act, 2008",current regulation,"August 21, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190258,O. Reg. 258/19: TRANSITIONAL MATTERS - REQUESTS AND APPLICATIONS UNDER SECTION 9 OF THE ACT,regulation,"Public Sector Labour Relations Transition Act, 1997",current regulation,"August  7, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190237,O. Reg. 237/19: CLOSURE OF THE WHITE PINES WIND FACILITY,regulation,Environmental Protection Act,current regulation,"August  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190252,O. Reg. 252/19: ORDER FOR DISSOLUTION - LOCAL SERVICES BOARD OF DENNIS TOWNSHIP SOUTH,regulation,Northern Services Boards Act,current regulation,"July 31, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190251,"O. Reg. 251/19: ZONING ORDER - TOWN OF INNISFIL, COUNTY OF SIMCOE",regulation,Planning Act,current regulation,"July 30, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190248,O. Reg. 248/19: INTERIM MEASURES - UPLOAD OF RAPID TRANSIT PROJECTS,regulation,"Metrolinx Act, 2006",current regulation,"July 23, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190210,O. Reg. 210/19: GARNISHMENT,regulation,"Crown Liability and Proceedings Act, 2019",current regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190182,O. Reg. 182/19: GENERAL,regulation,"Missing Persons Act, 2018",current regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/19t07,"Tribunal Adjudicative Records Act, 2019, S.O. 2019, c. 7, Sched. 60",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/180504,O. Reg. 504/18: RULES OF PROCEDURE,regulation,Hospital Labour Disputes Arbitration Act,current regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/180378,O. Reg. 378/18: COMMUNITY RISK ASSESSMENTS,regulation,"Fire Protection and Prevention Act, 1997",current regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/180159,"O. Reg. 159/18: LIST OF FIRST NATIONS, INUIT AND MÉTIS COMMUNITIES",regulation,"Child, Youth and Family Services Act, 2017",current regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/17e34,"English and Wabigoon Rivers Remediation Funding Act, 2017, S.O. 2017, c. 34, Sched. 14",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/15i22,"Invasive Species Act, 2015, S.O. 2015, c. 22",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/11m09a,"Ministry of Energy Act, 2011, S.O. 2011, c. 9, Sched. 25",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/10e01,"Electronic Land Registration Services Act, 2010, S.O. 2010, c. 1, Sched. 6",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/070094,O. Reg. 94/07: GENERAL,regulation,"Labour Relations Act, 1995",current regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/07r04,"Regulatory Modernization Act, 2007, S.O. 2007, c. 4",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/06a34,"Archives and Recordkeeping Act, 2006, S.O. 2006, c. 34, Sched. A",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/05p34,"Private Security and Investigative Services Act, 2005, S.O. 2005, c. 34",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/030172,O. Reg. 172/03: DEFINITIONS OF 'DEFICIENCY' AND 'MUNICIPAL DRINKING WATER SYSTEM',regulation,"Safe Drinking Water Act, 2002",current regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/010218,O. Reg. 218/01: UPHOLSTERED AND STUFFED ARTICLES,regulation,"Technical Standards and Safety Act, 2000",regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/01i18,"Improving Customer Service for Road Users Act, 2001, S.O. 2001, c. 18",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/00c01,"Christopher's Law (Sex Offender Registry), 2000, S.O. 2000, c. 1",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/92l18,"Community Small Business Investment Funds Act, 1992, S.O. 1992, c. 18",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/900940,"R.R.O. 1990, Reg. 940: GARNISHMENT",regulation,Proceedings Against the Crown Act,regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/900639,"R.R.O. 1990, Reg. 639: RULES OF PROCEDURE",regulation,Hospital Labour Disputes Arbitration Act,regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/900596,"R.R.O. 1990, Reg. 596: GENERAL",regulation,Highway Traffic Act,current regulation,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90c49,"Crown Attorneys Act, R.S.O. 1990, c. C.49",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90m36,"Ministry of Transportation Act, R.S.O. 1990, c. M.36",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90m35,"Ministry of Tourism and Recreation Act, R.S.O. 1990, c. M.35",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90a32,"Assessment Review Board Act, R.S.O. 1990, c. A.32",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90m29,"Ministry of Labour Act, R.S.O. 1990, c. M.29",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90m28,"Ministry of Intergovernmental Affairs Act, R.S.O. 1990, c. M.28",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90p27,"Proceedings Against the Crown Act, R.S.O. 1990, c. P.27",act,None,statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90m22,"Ministry of Correctional Services Act, R.S.O. 1990, c. M.22",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90m20,"Ministry of Community and Social Services Act, R.S.O. 1990, c. M.20",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90m18,"Ministry of Citizenship and Culture Act, R.S.O. 1990, c. M.18",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/90m17,"Ministry of the Attorney General Act, R.S.O. 1990, c. M.17",act,None,current statute,"July  1, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190207,O. Reg. 207/19: THE ESSAR STEEL ALGOMA INC. WRAP PENSION PLAN,regulation,Pension Benefits Act,current regulation,"June 20, 2019",2023-12-16 23:10:43.847852
/laws/regulation/020202,O. Reg. 202/02: ESSAR STEEL ALGOMA INC. PENSION PLANS,regulation,Pension Benefits Act,regulation,"June 20, 2019",2023-12-16 23:10:43.847852
/laws/regulation/100317,O. Reg. 317/10: REBATES FOR FIRST NATIONS IN ONTARIO,regulation,Retail Sales Tax Act,current regulation,"June 11, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190144,O. Reg. 144/19: ASSESSMENTS,regulation,"Financial Services Tribunal Act, 2017",current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/180484,O. Reg. 484/18: ESSAR STEEL ALGOMA INC. PENSION PLANS FOR SALARIED EMPLOYEES AND HOURLY EMPLOYEES,regulation,Pension Benefits Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/170255,O. Reg. 255/17: STELCO INC. PENSION PLANS,regulation,Pension Benefits Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/140090,O. Reg. 90/14: SERVICE PROVIDERS - STANDARDS FOR BUSINESS SYSTEMS AND PRACTICES AND OTHER PRESCRIBED CONDITIONS,regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/130350,O. Reg. 350/13: SERVICE PROVIDERS - PUBLIC REGISTRY,regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/130349,O. Reg. 349/13: SERVICE PROVIDERS - PRINCIPAL REPRESENTATIVES,regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/130348,O. Reg. 348/13: SERVICE PROVIDERS - LICENSING,regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/130010,O. Reg. 10/13: NORTEL PENSION PLANS,regulation,Pension Benefits Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/120410,O. Reg. 410/12: ADMINISTRATIVE PENALTIES,regulation,"Automobile Insurance Rate Stabilization Act, 2003",current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/120409,O. Reg. 409/12: ADMINISTRATIVE PENALTIES,regulation,Compulsory Automobile Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/110196,O. Reg. 196/11: RESOLUTE FP CANADA INC. PENSION PLANS,regulation,Pension Benefits Act,regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/080193,O. Reg. 193/08: REPORTING REQUIREMENTS FOR LICENSEES,regulation,"Mortgage Brokerages, Lenders and Administrators Act, 2006",current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/080190,O. Reg. 190/08: GENERAL,regulation,"Mortgage Brokerages, Lenders and Administrators Act, 2006",current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/080149,O. Reg. 149/08: LOAN CORPORATION AND TRUST CORPORATION REGISTERS,regulation,Loan and Trust Corporations Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/080123,O. Reg. 123/08: CORPORATE GOVERNANCE - PART II.2 OF THE ACT,regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/080122,O. Reg. 122/08: INVESTMENT AND LENDING ACTIVITIES - PROPERTY AND CASUALTY INSURERS AND FRATERNAL SOCIETIES,regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/070411,O. Reg. 411/07: MORTGAGE ADMINISTRATORS: LICENSING,regulation,"Mortgage Brokerages, Lenders and Administrators Act, 2006",current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/070408,O. Reg. 408/07: MORTGAGE BROKERAGES:  LICENSING,regulation,"Mortgage Brokerages, Lenders and Administrators Act, 2006",current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/040259,O. Reg. 259/04: MINIMUM CAPITAL TEST,regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/statute/03a09,"Automobile Insurance Rate Stabilization Act, 2003, S.O. 2003, c. 9",act,None,current statute,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/000637,O. Reg. 637/00: RECIPROCAL INSURANCE EXCHANGES,regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/970132,O. Reg. 132/97: VARIABLE INSURANCE CONTRACTS,regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/950283,O. Reg. 283/95: DISPUTES BETWEEN INSURERS,regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/statute/94o17,"Ontario Public Service Employees' Union Pension Act, 1994, S.O. 1994, c. 17, s. 143, Sched.",act,None,current statute,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/900991,"R.R.O. 1990, Reg. 991: GENERAL",regulation,Registered Insurance Brokers Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/900674,"R.R.O. 1990, Reg. 674: REPLACEMENT OF LIFE INSURANCE CONTRACTS",regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/900669,"R.R.O. 1990, Reg. 669: FINANCIAL STATEMENTS",regulation,Insurance Act,current regulation,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/statute/90p48,"Public Service Pension Act, R.S.O. 1990, c. P.48",act,None,current statute,"June  8, 2019",2023-12-16 23:10:43.847852
/laws/regulation/070386,"O. Reg. 386/07: PRESCRIBED AGENCIES, CROWN AS EMPLOYER",regulation,"Crown Employees Collective Bargaining Act, 1993",current regulation,"June  6, 2019",2023-12-16 23:10:43.847852
/laws/regulation/060417,O. Reg. 417/06: COMMITTEES OF THE BOARD OF DIRECTORS OF A LOCAL HEALTH INTEGRATION NETWORK,regulation,"Local Health System Integration Act, 2006",regulation,"June  6, 2019",2023-12-16 23:10:43.847852
/laws/regulation/190121,O. Reg. 121/19: TRANSITIONAL MATTERS - RENEWABLE ENERGY GENERATION FACILITIES,regulation,Planning Act,current regulation,"June  1, 2019",2023-12-16 23:10:43.847852
/laws/statute/19p07,"PTSD Awareness Day Act, 2019, S.O. 2019, c. 7, Sched. 52",act,None,current statute,"May 29, 2019",2023-12-16 23:10:43.847852
/laws/statute/19o07,"Ontario Loan Act, 2019, S.O. 2019, c. 7, Sched. 46",act,None,current statute,"May 29, 2019",2023-12-16 23:10:43.847852
/laws/statute/19c07,"Cannabis Taxation Coordination Act, 2019, S.O. 2019, c. 7, Sched. 7",act,None,current statute,"May 29, 2019",2023-12-16 23:10:43.847852
/laws/statute/18m06,"Ministry of Community Safety and Correctional Services Act, 2018, S.O. 2018, c. 6, Sched. 1",act,None,current statute,"May 29, 2019",2023-12-16 23:10:43.847852
/laws/statute/18c06,"Correctional Services and Reintegration Act, 2018, S.O. 2018, c. 6, Sched. 2",act,None,current statute,"May 29, 2019",2023-12-16 23:10:43.847852
